timestamp,device_0,device_1,device_2,device_3
1628353559022632752,0,0,0,0
1628353559025628449,0,0,0,0
1628353559027391094,0,0,0,0
1628353559029141213,0,0,0,0
1628353559030884224,0,0,0,0
1628353559032673719,0,0,0,0
1628353559034438565,0,0,0,0
1628353559036233002,0,0,0,0
1628353559038008379,0,0,0,0
1628353559039788622,0,0,0,0
1628353559041537202,0,0,0,0
1628353559043276968,0,0,0,0
1628353559045017502,0,0,0,0
1628353559046779018,0,0,0,0
1628353559048527175,0,0,0,0
1628353559050286825,0,0,0,0
1628353559052037067,0,0,0,0
1628353559053832548,0,0,0,0
1628353559056010594,0,0,0,0
1628353559057867461,0,0,0,0
1628353559059726705,0,0,0,0
1628353559061673057,0,0,0,0
1628353559063640116,0,0,0,0
1628353559065535325,0,0,0,0
1628353559067432766,0,0,0,0
1628353559069208874,0,0,0,0
1628353559070969523,0,0,0,0
1628353559072810527,0,0,0,0
1628353559074757477,0,0,0,0
1628353559076627808,0,0,0,0
1628353559078545132,0,0,0,0
1628353559080334995,0,0,0,0
1628353559082736394,0,0,0,0
1628353559084810186,0,0,0,0
1628353559086934867,0,0,0,0
1628353559088963276,0,0,0,0
1628353559090992871,0,0,0,0
1628353559093041564,0,0,0,0
1628353559095082258,0,0,0,0
1628353559097099934,0,0,0,0
1628353559099195921,0,0,0,0
1628353559101241885,0,0,0,0
1628353559103250354,0,0,0,0
1628353559105279740,0,0,0,0
1628353559107479331,0,0,0,0
1628353559109513031,0,0,0,0
1628353559111535754,0,0,0,0
1628353559113628093,0,0,0,0
1628353559115697652,0,0,0,0
1628353559117697826,0,0,0,0
1628353559119754765,0,0,0,0
1628353559121815034,0,0,0,0
1628353559123847162,0,0,0,0
1628353559125946399,0,0,0,0
1628353559127987370,0,0,0,0
1628353559130028281,0,0,0,0
1628353559132065253,0,0,0,0
1628353559134894930,0,0,0,0
1628353559136914190,0,0,0,0
1628353559138964754,0,0,0,0
1628353559140992699,0,0,0,0
1628353559143041913,0,0,0,0
1628353559145061000,0,0,0,0
1628353559147114502,0,0,0,0
1628353559149133535,0,0,0,0
1628353559152053847,0,0,0,0
1628353559154106061,0,0,0,0
1628353559195549387,0,0,0,0
1628353559275069517,0,0,0,0
1628353559313867565,0,0,0,0
1628353559315615711,0,0,0,0
1628353559317387193,0,0,0,0
1628353559319186207,0,0,0,0
1628353559321000655,0,0,0,0
1628353559322765985,0,0,0,0
1628353559324620899,0,0,0,0
1628353559326442850,0,0,0,0
1628353559328250810,0,0,0,0
1628353559330041707,0,0,0,0
1628353559331963461,0,0,0,0
1628353559333938728,0,0,0,0
1628353559335750206,0,0,0,0
1628353559337645642,0,0,0,0
1628353559339450884,0,0,0,0
1628353559341196007,0,0,0,0
1628353559342942203,0,0,0,0
1628353559344686274,0,0,0,0
1628353559346480576,0,0,0,0
1628353559348226384,0,0,0,0
1628353559350003407,0,0,0,0
1628353559351752898,0,0,0,0
1628353559353524589,0,0,0,0
1628353559355276885,0,0,0,0
1628353559357043565,0,0,0,0
1628353559358800162,0,0,0,0
1628353559360542454,0,0,0,0
1628353559362313727,0,0,0,0
1628353559364052201,0,0,0,0
1628353559365818067,0,0,0,0
1628353559367622725,0,0,0,0
1628353559369372289,0,0,0,0
1628353559371118570,0,0,0,0
1628353559372896382,0,0,0,0
1628353559374785608,0,0,0,0
1628353559376761389,0,0,0,0
1628353559378560893,0,0,0,0
1628353559380403312,0,0,0,0
1628353559382195913,0,0,0,0
1628353559383965398,0,0,0,0
1628353559385729218,0,0,0,0
1628353559387554719,0,0,0,0
1628353559389323643,0,0,0,0
1628353559391093814,0,0,0,0
1628353559392868854,0,0,0,0
1628353559394732569,0,0,0,0
1628353559396521581,0,0,0,0
1628353559398335016,0,0,0,0
1628353559400155041,0,0,0,0
1628353559402021287,0,0,0,0
1628353559403800732,0,0,0,0
1628353559405539163,0,0,0,0
1628353559407364297,0,0,0,0
1628353559409110167,0,0,0,0
1628353559410851708,0,0,0,0
1628353559412598557,0,0,0,0
1628353559414397611,0,0,0,0
1628353559416174947,0,0,0,0
1628353559417924682,0,0,0,0
1628353559419698608,0,0,0,0
1628353559421473939,0,0,0,0
1628353559423371622,0,0,0,0
1628353559425283190,0,0,0,0
1628353559427052820,0,0,0,0
1628353559428776461,0,0,0,0
1628353559430792561,0,0,0,0
1628353559432646214,0,0,0,0
1628353559434448225,0,0,0,0
1628353559436383296,0,0,0,0
1628353559438164495,0,0,0,0
1628353559440045389,0,0,0,0
