timestamp,device_0,device_1
1671861307129420130,4,24
1671861307131845961,4,24
1671861307133600949,4,24
1671861307135382007,4,24
1671861307137154038,4,24
1671861307138943292,4,24
1671861307140729200,4,24
1671861307142550975,4,24
1671861307144409941,4,24
1671861307146588593,2,24
1671861307152802848,2,24
1671861307154569700,2,24
1671861307156321082,2,24
1671861307158077193,2,24
1671861307159879300,2,24
1671861307161635681,2,24
1671861307163385941,2,24
1671861307165544745,2,26
1671861307170403220,2,26
1671861307172203335,2,26
1671861307174992535,2,26
1671861307177011374,2,26
1671861307178834421,2,26
1671861307187440615,2,26
1671861307195833332,2,26
1671861307197587068,2,26
1671861307199332840,2,26
1671861307201056018,2,26
1671861307202809574,2,26
1671861307204773639,2,26
1671861307207029126,2,26
1671861307208959978,2,26
1671861307210702663,2,26
1671861307212472300,2,26
1671861307214231517,2,26
1671861307216324076,2,26
1671861307218063876,2,26
1671861307219792745,2,26
1671861307221551610,2,26
1671861307223288054,2,26
1671861307225486062,2,26
1671861307227816272,2,26
1671861307229730663,2,26
1671861307231470323,2,26
1671861307233237795,2,26
1671861307234982394,2,26
1671861307236798849,2,26
1671861307238541103,2,26
1671861307240278268,2,26
1671861307242008460,2,26
1671861307243793355,2,26
1671861307246068391,2,26
1671861307248173413,2,26
1671861307250003343,2,26
1671861307251737142,2,26
1671861307253470810,2,26
1671861307255204528,2,26
1671861307256948665,2,26
1671861307258683576,2,26
1671861307260487959,2,26
1671861307262224633,2,26
1671861307264007524,2,26
1671861307267458359,2,26
1671861307269715309,2,26
1671861307271564076,2,26
1671861307273301010,2,26
1671861307275022996,2,26
1671861307276834573,2,26
1671861307278566217,2,26
1671861307280346423,2,26
1671861307282142319,2,26
1671861307283867030,2,26
1671861307286635090,2,26
1671861307289325412,2,26
1671861307291448780,2,26
1671861307293290734,2,26
1671861307295045031,2,26
1671861307296818254,2,26
1671861307298737795,2,26
1671861307300556193,2,26
1671861307302289020,2,26
1671861307304057445,2,26
1671861307306197404,2,26
1671861307308385934,2,26
1671861307310219251,2,26
1671861307311947088,2,26
1671861307313670046,2,26
1671861307315976700,2,26
1671861307318171924,2,26
1671861307322415995,2,26
1671861307324161565,2,26
1671861307334546341,2,26
1671861307339717399,2,26
1671861307341461306,2,26
1671861307343286698,2,26
1671861307345466242,2,26
1671861307347706120,2,26
1671861307349753373,2,26
1671861307351509704,2,26
1671861307353289971,2,26
1671861307355046372,2,26
1671861307356859381,2,26
1671861307358608067,2,26
1671861307360368857,2,26
1671861307362122403,2,26
1671861307363876610,2,33
1671861307367877819,2,33
1671861307370347323,2,33
1671861307372119584,2,33
1671861307373883299,2,33
1671861307375639550,2,33
1671861307377451807,2,33
1671861307379204461,2,33
1671861307380949171,2,33
1671861307382738294,2,33
1671861307384841563,2,33
1671861307387365911,2,33
1671861307389544052,2,33
1671861307391796804,2,33
1671861307393675217,2,33
1671861307395409497,2,33
1671861307397150870,2,33
1671861307399017841,2,33
1671861307400808176,2,33
1671861307402553145,2,33
1671861307404345645,2,33
1671861307406476155,2,33
1671861307408602448,2,33
1671861307410459851,2,33
1671861307412221273,2,33
1671861307413969408,2,33
1671861307416319165,2,33
1671861307418103889,2,33
1671861307419835664,2,33
1671861307421565966,2,33
1671861307423293292,2,33
1671861307425395670,2,33
1671861307427631120,2,33
1671861307429908649,2,33
1671861307432026346,2,33
1671861307434172245,2,33
1671861307436007376,2,33
1671861307437730113,2,33
1671861307439563942,2,33
1671861307441361942,2,33
1671861307443192905,2,33
1671861307445279943,2,33
1671861307447415814,2,33
1671861307450038317,2,33
1671861307452119464,2,33
1671861307454334095,2,33
1671861307456178584,2,33
1671861307457899588,2,33
1671861307459636502,2,33
1671861307461390990,2,33
1671861307464119384,2,33
1671861307467261174,2,33
1671861307469614618,2,33
1671861307471632314,2,33
1671861307478537721,2,33
1671861307483526794,2,33
1671861307485932527,2,33
1671861307488715805,2,33
1671861307491325876,2,33
1671861307493450725,2,33
1671861307495195204,2,33
1671861307496918422,2,33
1671861307498933074,2,33
1671861307500650832,2,33
1671861307502375323,2,33
1671861307504306285,2,33
1671861307506472343,2,33
1671861307508601681,2,33
1671861307510520180,2,33
1671861307512282592,2,33
1671861307514035407,2,33
1671861307515848887,2,33
1671861307517608435,2,33
1671861307519454325,2,33
1671861307521211027,2,33
1671861307522964322,2,33
1671861307525108348,2,33
1671861307527380779,2,33
1671861307529307494,2,33
1671861307531043667,2,33
1671861307532778988,2,33
1671861307534540809,2,33
1671861307536283915,2,33
1671861307538036569,2,33
1671861307539789122,2,33
1671861307541578005,2,33
1671861307543344306,2,33
1671861307545604874,2,33
1671861307547861133,2,33
1671861307549796654,2,33
1671861307551587210,2,33
1671861307553362206,2,33
1671861307555104861,2,33
1671861307556879797,2,33
1671861307558634005,2,33
1671861307560451753,2,33
1671861307562233332,2,33
1671861307563992168,2,40
1671861307575598420,2,40
1671861307577463849,2,40
1671861307579206554,2,40
1671861307580950772,2,40
1671861307582704668,2,40
1671861307584694762,2,40
1671861307587373223,2,40
1671861307589513383,2,40
1671861307591746438,2,40
1671861307593991135,2,40
1671861307596223539,2,40
1671861307599281248,2,40
1671861307601254701,2,40
1671861307603089140,2,40
1671861307605207058,2,40
1671861307608218289,2,40
1671861307610937867,2,40
1671861307613107121,2,40
1671861307614957510,2,40
1671861307616757083,2,40
1671861307623429018,2,40
1671861307630577245,2,40
1671861307632411233,2,40
1671861307634188424,2,40
1671861307635917805,2,40
1671861307637649159,2,40
1671861307639437260,2,40
1671861307641160278,2,40
1671861307642902903,2,40
1671861307644959693,2,40
1671861307647642573,2,40
1671861307649913540,2,40
1671861307652018442,2,40
1671861307653848503,2,40
1671861307655576139,2,40
1671861307657304277,2,40
1671861307659032595,2,40
1671861307660759931,2,40
1671861307662492587,2,40
1671861307664392131,2,40
1671861307667439230,2,40
1671861307669660653,2,40
1671861307671521883,2,40
1671861307673319582,2,40
1671861307675074450,2,40
1671861307676891075,2,40
1671861307678666093,2,40
1671861307680415100,2,40
1671861307682175770,2,40
1671861307683921050,2,40
1671861307686078421,2,40
1671861307688295987,2,40
1671861307690166795,2,40
1671861307691917545,2,40
1671861307693666753,2,40
1671861307695406243,2,40
1671861307697140713,2,40
1671861307698938993,2,40
1671861307700740169,2,40
1671861307702537358,2,40
1671861307704576164,2,40
1671861307706737374,2,40
1671861307708995307,2,40
1671861307710860174,2,40
1671861307712621855,2,40
1671861307714382153,2,40
1671861307716240778,2,40
1671861307718001598,2,40
1671861307719757718,2,40
1671861307721534398,2,40
1671861307723293114,2,40
1671861307725447631,2,40
1671861307727657823,2,40
1671861307729582754,2,40
1671861307731312945,2,40
1671861307733037385,2,40
1671861307734784369,2,40
1671861307736515812,2,40
1671861307738264169,2,40
1671861307740036641,2,40
1671861307741784997,2,40
1671861307743708545,2,40
1671861307746071266,2,40
1671861307748123238,2,40
1671861307749947457,2,40
1671861307751760115,2,40
1671861307753805765,2,40
1671861307756206058,2,40
1671861307758420829,2,40
1671861307761173229,2,40
1671861307763643815,2,24
1671861307775369925,2,24
1671861307780605855,2,24
1671861307782333492,2,24
1671861307784151431,2,24
1671861307786618310,2,24
1671861307789099656,2,24
1671861307791308124,2,24
1671861307793286166,2,24
1671861307795018762,2,24
1671861307796749484,2,24
1671861307798497510,2,24
1671861307800228704,2,24
1671861307801955018,2,24
1671861307803690850,2,24
1671861307805855015,2,24
1671861307808451779,2,24
1671861307810575216,2,24
1671861307812847045,2,24
1671861307814665795,2,24
1671861307816432466,2,24
1671861307818164431,2,24
1671861307819886457,2,24
1671861307821597092,2,24
1671861307823327734,2,24
1671861307825447063,2,24
1671861307827598675,2,24
1671861307829451780,2,24
1671861307831210736,2,24
1671861307832952730,2,24
1671861307834691046,2,24
1671861307836435935,2,24
1671861307838187938,2,24
1671861307839909523,2,24
1671861307841702594,2,24
1671861307843540180,2,24
1671861307845828781,2,24
1671861307847878458,2,24
1671861307849721133,2,24
1671861307851496390,2,24
1671861307853269743,2,24
1671861307855015303,2,24
1671861307856804417,2,24
1671861307858568012,2,24
1671861307860319324,2,24
1671861307862063873,2,24
1671861307863810696,2,24
1671861307867436192,2,24
1671861307870094674,2,24
1671861307872205016,2,24
1671861307874349273,2,24
1671861307876432545,2,24
1671861307878199657,2,24
1671861307879943724,2,24
1671861307881690447,2,24
1671861307883445546,2,24
1671861307885777729,2,24
1671861307888317116,2,24
1671861307890483746,2,24
1671861307892393337,2,24
1671861307894152073,2,24
1671861307895899887,2,24
1671861307897677138,2,24
1671861307899516446,2,24
1671861307901276274,2,24
1671861307903338025,2,24
1671861307905973524,2,24
1671861307908240002,2,24
1671861307910336689,2,24
1671861307912211184,2,24
1671861307919044715,2,24
1671861307924315111,2,24
1671861307926553987,2,24
1671861307928444482,2,24
1671861307930206284,2,24
1671861307931971802,2,24
1671861307933702435,2,24
1671861307935487691,2,24
1671861307937209808,2,24
1671861307938935681,2,24
1671861307941297580,2,24
1671861307943660592,2,24
1671861307946534683,4,24
1671861307954031402,4,24
1671861307955772214,4,24
1671861307957499750,4,24
1671861307959294584,4,24
1671861307961039914,4,24
1671861307962885786,4,24
1671861307965004495,4,25
1671861307975289320,4,25
1671861307977095045,4,25
1671861307978831188,4,25
1671861307980564787,4,25
1671861307982304116,4,25
1671861307984105552,4,25
1671861307986723116,4,25
1671861307988910415,4,25
1671861307991355613,4,25
1671861307993492276,4,25
1671861307995349538,4,25
1671861307997089478,4,25
1671861307998914509,4,25
1671861308000647416,4,25
1671861308002380893,4,25
1671861308004325031,4,25
1671861308006427388,4,25
