timestamp,device_0,device_1
1673290362740243692,0,0
1673290362743099061,0,0
1673290362745493141,0,0
1673290362747422865,0,0
1673290362749260517,0,0
1673290362752526598,0,0
1673290362754776025,0,0
1673290362756698687,0,0
1673290362758525959,0,0
1673290362760326410,0,0
1673290362762140818,0,0
1673290362763938895,0,0
1673290362765737574,0,0
1673290362767532023,0,0
1673290362769533553,0,0
1673290362771481342,0,0
1673290362773306279,0,0
1673290362775122450,0,0
1673290362776933572,0,0
1673290362778816469,0,0
1673290362780662836,0,0
1673290362782470841,0,0
1673290362784324933,0,0
1673290362786142307,0,0
1673290362787949041,0,0
1673290362789822710,0,0
1673290362791641876,0,0
1673290362793450042,0,0
1673290362795251505,0,0
1673290362797031287,0,0
1673290362798913182,0,0
1673290362801300229,0,0
1673290362803116600,0,0
1673290362804939734,0,0
1673290362806763338,0,0
1673290362808579870,0,0
1673290362810396442,0,0
1673290362812216751,0,0
1673290362814025338,0,0
1673290362815834956,0,0
1673290362817797903,0,0
1673290362819678234,0,0
1673290362821543478,0,0
1673290362823356223,0,0
1673290362825169519,0,0
1673290362827000367,0,0
1673290362828959898,0,0
1673290362830833456,0,0
1673290362832715902,0,0
1673290362834585744,0,0
1673290362836406194,0,0
1673290362838226963,0,0
1673290362840861756,0,0
1673290362843329204,0,0
1673290362845615822,0,0
1673290362848303864,0,0
1673290362850536800,0,0
1673290362853036788,0,0
1673290362860386453,0,0
1673290362867142288,0,0
1673290362868968889,0,0
1673290362870922008,0,0
1673290362872743659,0,0
1673290362874581721,0,0
1673290362876406147,0,0
1673290362878401135,0,0
1673290362880228848,0,0
1673290362882040781,0,0
1673290362883851932,0,0
1673290362885658585,0,0
1673290362887450279,0,0
1673290362889256762,0,0
1673290362891066842,0,0
1673290362892962283,0,0
1673290362894772843,0,0
1673290362896594764,0,0
1673290362898665945,0,0
1673290362900488217,0,0
1673290362902303687,0,0
1673290362904099029,0,0
1673290362905895393,0,0
1673290362907689633,0,0
1673290362909478352,0,0
1673290362911324359,0,0
1673290362913147794,0,0
1673290362914949688,0,0
1673290362916773283,0,0
1673290362918601827,0,0
1673290362921227492,0,0
1673290362923042071,0,0
1673290362924863682,0,0
1673290362926681576,0,0
1673290362928482568,0,0
1673290362930341079,0,0
1673290362932166096,0,0
1673290362933957280,0,0
1673290362935745920,0,0
1673290362937548535,0,0
1673290362939708143,0,0
1673290362942255220,0,0
1673290362944464852,0,0
1673290362946649086,0,0
1673290362948560136,0,0
1673290362950359506,0,0
1673290362952168012,0,0
1673290362953965527,0,0
1673290362955758875,0,0
1673290362957555589,0,0
1673290362959352034,0,0
1673290362961161071,0,0
1673290362962999905,0,0
1673290362964810114,0,0
1673290362966629791,0,0
1673290362968440181,0,0
1673290362970468272,0,0
1673290362972288230,0,0
1673290362974099853,0,0
1673290362975910813,0,0
1673290362977801244,0,0
1673290362979797114,0,0
1673290362981673288,0,0
1673290362983486033,0,0
1673290362985300109,0,0
1673290362987115549,0,0
1673290362988922312,0,0
1673290362991145009,0,0
1673290362993008349,0,0
1673290362994889252,0,0
1673290362996854203,0,0
1673290363004581728,0,0
1673290363011220793,0,0
1673290363013036943,0,0
1673290363014859417,0,0
1673290363016681079,0,0
1673290363018633927,0,0
1673290363021188127,0,0
1673290363023062858,0,0
1673290363024855024,0,0
1673290363026653542,0,0
1673290363028472939,0,0
1673290363030302997,0,0
1673290363032163070,0,0
1673290363033957931,0,0
1673290363035751870,0,0
1673290363037551691,0,0
1673290363039725655,0,0
1673290363042193784,0,0
1673290363044369051,0,0
1673290363046490868,0,0
1673290363048475076,0,0
1673290363050282580,0,0
1673290363052098831,0,0
1673290363053892109,0,0
1673290363055687841,0,0
1673290363057480728,0,0
1673290363059277473,0,0
1673290363061032649,0,0
1673290363062866904,0,0
1673290363064722449,0,0
1673290363066540033,0,0
1673290363068350594,0,0
1673290363070232027,0,0
1673290363072042327,0,0
1673290363073849992,0,0
1673290363075660201,0,0
1673290363077469920,0,0
1673290363079267576,0,0
1673290363081115147,0,0
1673290363082916650,0,0
1673290363084718924,0,0
1673290363086534484,0,0
1673290363088334935,0,0
1673290363090160854,0,0
1673290363091967358,0,0
1673290363093775023,0,0
1673290363095584250,0,0
1673290363097393818,0,0
1673290363099336668,0,0
1673290363101287051,0,0
1673290363103158397,0,0
1673290363104974428,0,0
1673290363106797131,0,0
1673290363108597732,0,0
1673290363110405638,0,0
1673290363112226628,0,0
1673290363114049782,0,0
1673290363115853069,0,0
1673290363117658449,0,0
1673290363119462908,0,0
1673290363121342388,0,0
1673290363123148781,0,0
1673290363124955555,0,0
1673290363126823813,0,0
1673290363128719694,0,0
1673290363130548499,0,0
1673290363132429231,0,0
1673290363134273535,0,0
1673290363136646044,0,0
1673290363138721444,0,0
1673290363141309979,0,0
1673290363151746347,0,0
1673290363158403106,0,0
1673290363160222944,0,0
1673290363162040497,0,0
1673290363163859994,0,0
1673290363165669242,0,0
1673290363167495442,0,0
1673290363169304360,0,0
1673290363171180774,0,0
1673290363172995061,0,0
1673290363174802295,0,0
1673290363176618916,0,0
1673290363178482667,0,0
1673290363180327413,0,0
1673290363182202204,0,0
1673290363184088967,0,0
1673290363185905819,0,0
1673290363187712131,0,0
1673290363189503405,0,0
1673290363191355024,0,0
1673290363193154443,0,0
1673290363194942561,0,0
1673290363196753893,0,0
1673290363198624076,0,0
1673290363201264881,0,0
1673290363203091331,0,0
1673290363204880501,0,0
1673290363206663459,0,0
1673290363208456075,0,0
1673290363210247319,0,0
1673290363212065504,0,0
1673290363213868801,0,0
1673290363215671126,0,0
1673290363217544424,0,0
1673290363219350816,0,0
1673290363221195711,0,0
1673290363223001413,0,0
1673290363224809208,0,0
1673290363226621782,0,0
1673290363228444726,0,0
1673290363230274342,0,0
1673290363232150206,0,0
1673290363233962770,0,0
1673290363235771547,0,0
1673290363237572339,0,0
1673290363240038434,0,0
1673290363242342173,0,0
1673290363244526037,0,0
1673290363246707907,0,0
1673290363248692194,0,0
1673290363251603337,0,0
1673290363253416723,0,0
1673290363255214419,0,0
1673290363257013028,0,0
1673290363258814320,0,0
1673290363260670035,0,0
1673290363262497648,0,0
1673290363264359945,0,0
1673290363266166348,0,0
1673290363267972080,0,0
1673290363269867310,0,0
1673290363271670857,0,0
1673290363273473001,0,0
1673290363275278001,0,0
1673290363277084144,0,0
1673290363278945209,0,0
1673290363280811905,0,0
1673290363283123739,0,0
1673290363284979544,0,0
1673290363286981967,0,0
1673290363288857019,0,0
1673290363295794976,0,0
1673290363302751430,0,0
1673290363304560678,0,0
1673290363306375205,0,0
1673290363308182289,0,0
1673290363309993911,0,0
1673290363311806436,0,0
1673290363313615534,0,0
1673290363315424952,0,0
1673290363317262613,0,0
1673290363319060921,0,0
1673290363320915234,0,0
1673290363322714583,0,0
1673290363324509524,0,0
1673290363326307380,0,0
1673290363328215504,0,0
1673290363330039449,0,0
1673290363331914201,0,0
1673290363333707670,0,0
1673290363335517759,0,0
1673290363337328179,0,0
1673290363339533162,0,0
1673290363342014586,0,0
1673290363344203690,0,0
1673290363346377324,0,0
1673290363348335482,0,0
1673290363350181099,0,0
1673290363351995597,0,0
1673290363353795577,0,0
1673290363355595748,0,0
1673290363357401108,0,0
1673290363359204765,0,0
1673290363361009504,0,0
1673290363362818873,0,0
1673290363364626569,0,0
1673290363366481853,0,0
1673290363368292764,0,0
1673290363370300044,0,0
1673290363372110334,0,0
1673290363373923459,0,0
1673290363375728840,0,0
1673290363377534652,0,0
1673290363379369498,0,0
1673290363381177493,0,0
1673290363383046503,0,0
1673290363384861702,0,0
1673290363386669387,0,0
1673290363388618509,0,0
1673290363390442826,0,0
1673290363392260158,0,0
1673290363394087591,0,0
1673290363395903973,0,0
1673290363397742556,0,0
1673290363399554829,0,0
1673290363401394404,0,0
1673290363403206627,0,0
1673290363405037536,0,0
1673290363406854438,0,0
1673290363408672193,0,0
1673290363410493153,0,0
1673290363412355931,0,0
1673290363414186549,0,0
1673290363415990917,0,0
1673290363417875818,0,0
1673290363421032054,0,0
1673290363422855688,0,0
1673290363424695504,0,0
1673290363427223775,0,0
1673290363429158930,0,0
1673290363431158587,0,0
1673290363438925908,0,0
1673290363445665002,0,0
1673290363447868151,0,0
1673290363449787867,0,0
1673290363452050780,0,0
1673290363453862423,0,0
1673290363455666481,0,0
1673290363457459408,0,0
1673290363459264187,0,0
1673290363461032507,0,0
1673290363462863657,0,0
1673290363464680059,0,0
1673290363466503744,0,0
1673290363468320726,0,0
1673290363470288563,0,0
1673290363472092672,0,0
1673290363473877574,0,0
1673290363475660051,0,0
1673290363477444251,0,0
1673290363479282594,0,0
1673290363481096039,0,0
1673290363482905498,0,0
1673290363484717422,0,0
1673290363486532370,0,0
1673290363488346637,0,0
1673290363490168589,0,0
1673290363491971765,0,0
1673290363493789459,0,0
1673290363495605440,0,0
1673290363497408096,0,0
1673290363499315899,0,0
1673290363501161996,0,0
1673290363502968729,0,0
1673290363504775111,0,0
1673290363506585341,0,0
1673290363508408736,0,0
1673290363510220499,0,0
1673290363512032872,0,0
1673290363513841970,0,0
1673290363515650487,0,0
1673290363517474062,0,0
1673290363519286035,0,0
1673290363521097086,0,0
1673290363522893399,0,0
1673290363524685905,0,0
1673290363526484553,0,0
1673290363528305855,0,0
1673290363530219609,0,0
1673290363532082959,0,0
1673290363533893759,0,0
1673290363535757379,0,0
1673290363537569793,0,0
1673290363539952833,0,0
1673290363542244239,0,0
1673290363544425747,0,0
1673290363546643845,0,0
1673290363548565875,0,0
1673290363551519730,0,0
1673290363553378842,0,0
1673290363555250417,0,0
1673290363557030309,0,0
1673290363558837714,0,0
1673290363560665337,0,0
1673290363562503880,0,0
1673290363564314360,0,0
1673290363566123908,0,0
1673290363568002907,0,0
1673290363570478510,0,0
1673290363572491933,0,0
1673290363574547235,0,0
1673290363582335083,0,0
1673290363589021057,0,0
1673290363590900377,0,0
1673290363592806879,0,0
1673290363594616878,0,0
1673290363596425004,0,0
1673290363598354788,0,0
1673290363600212918,0,0
1673290363602046021,0,0
1673290363603853987,0,0
1673290363605651172,0,0
1673290363607448037,0,0
1673290363609339609,0,0
1673290363611143757,0,0
1673290363612963394,0,0
1673290363614776220,0,0
1673290363616665749,0,0
1673290363618598289,0,0
1673290363620975106,0,0
1673290363622838896,0,0
1673290363624651179,0,0
1673290363626451821,0,0
1673290363628265819,0,0
1673290363630063505,0,0
1673290363631929419,0,0
1673290363633728027,0,0
1673290363635521937,0,0
1673290363637325675,0,0
1673290363639496483,0,0
1673290363641846760,0,0
1673290363644023069,0,0
1673290363646231288,0,0
1673290363648236245,0,0
1673290363650040404,0,0
1673290363651859069,0,0
1673290363653661875,0,0
1673290363655466423,0,0
1673290363657270311,0,0
1673290363659081884,0,0
1673290363660894518,0,0
1673290363662793826,0,0
1673290363664607943,0,0
1673290363666432549,0,0
1673290363668245884,0,0
1673290363670122720,0,0
1673290363671937158,0,0
1673290363673757377,0,0
1673290363675573557,0,0
1673290363677410928,0,0
1673290363679246887,0,0
1673290363681035977,0,0
1673290363682848401,0,0
1673290363684659302,0,0
1673290363686474480,0,0
1673290363688285090,0,0
1673290363690102794,0,0
1673290363691922783,0,0
1673290363693722113,0,0
1673290363695518316,0,0
1673290363697326802,0,0
1673290363699404575,0,0
1673290363701356672,0,0
1673290363703241853,0,0
1673290363705097088,0,0
1673290363706914000,0,0
1673290363708735180,0,0
1673290363710644287,0,0
1673290363712540118,0,0
1673290363714807569,0,0
1673290363716963760,0,0
1673290363719107788,0,0
1673290363720971228,0,0
1673290363728185327,0,0
1673290363735522417,0,0
1673290363737517956,0,0
1673290363739482086,0,0
1673290363741701055,0,0
1673290363743884708,0,0
1673290363746080464,0,0
1673290363748361862,0,0
1673290363750996304,0,0
1673290363753810304,0,0
1673290363756327426,0,0
1673290363758799703,0,0
1673290363761116787,0,0
1673290363763455021,0,0
1673290363765668330,0,0
1673290363767858425,0,0
1673290363770071093,0,0
1673290363772208419,0,0
1673290363775319478,0,0
1673290363778923597,0,0
1673290363781558782,0,0
1673290363784312618,0,0
1673290363786671040,0,0
1673290363831059391,0,0
1673290363852181656,0,0
1673290363854277684,0,0
1673290363856439557,0,0
1673290363858541025,0,0
1673290363860878888,0,0
1673290363863062541,0,0
1673290363865545307,0,0
1673290363867659260,0,0
1673290363869942220,0,0
1673290363872271858,0,0
1673290363874345083,0,0
1673290363876563463,0,0
1673290363878901096,0,0
1673290363881092142,0,0
1673290363883210913,0,0
1673290363885515614,0,0
1673290363887666526,0,0
1673290363890149192,0,0
1673290363892442622,0,0
1673290363895007463,0,0
1673290363897216403,0,0
1673290363900522191,0,0
1673290363902914457,0,0
1673290363905686708,0,0
1673290363908066901,0,0
1673290363910277265,0,0
1673290363924519462,0,0
1673290363926752357,0,0
1673290363928945578,0,0
1673290363931666454,0,0
1673290363934038883,0,0
1673290363936219009,0,0
1673290363964358333,0,0
1673290363966381944,0,0
1673290363993475237,0,0
1673290363995808192,0,0
1673290363998241165,0,0
1673290364000671802,0,0
1673290364002672521,0,0
1673290364005490338,0,0
1673290364008003543,0,0
1673290364010256937,0,0
1673290364012699347,0,0
1673290364043652251,0,0
1673290364046574955,0,0
1673290364049294207,0,0
1673290364079583702,0,0
1673290364082290641,0,0
1673290364085531264,0,0
1673290364130143165,0,0
1673290364154734856,0,0
1673290364157794630,0,0
1673290364160845797,0,0
1673290364186786449,0,0
1673290364189676423,0,0
1673290364193710471,0,0
1673290364197056074,0,0
1673290364201122282,0,0
1673290364226960952,0,0
1673290364231187413,0,0
1673290364234530650,0,0
1673290364237221708,0,0
1673290364241575009,0,0
1673290364248204757,0,0
1673290364251904426,0,0
1673290364255565090,0,0
1673290364259117682,0,0
1673290364263865505,0,0
1673290364267615839,0,0
1673290364270510321,0,0
1673290364273983414,0,0
1673290364321909136,0,0
1673290364367243720,0,0
1673290364392955760,0,0
1673290364396670719,0,0
1673290364418815651,0,0
1673290364424029611,0,0
1673290364427178893,0,0
1673290364431109077,0,0
1673290364435067522,0,0
1673290364458255569,0,0
1673290364463533341,0,0
1673290364467517986,0,0
1673290364472769799,0,0
1673290364496601919,0,0
1673290364500608146,0,0
1673290364505665712,0,0
1673290364510260326,0,0
1673290364514263507,0,0
1673290364518044578,0,0
1673290364525124394,0,0
1673290364529784522,0,0
1673290364533793143,0,0
1673290364538416882,0,0
1673290364542321286,0,0
1673290364547998610,0,0
1673290364551512849,0,0
1673290364555581553,0,0
1673290364559049756,0,0
1673290364563813429,0,0
1673290364582716445,0,0
1673290364604466362,0,0
1673290364610119071,0,0
1673290364613687712,0,0
1673290364618398416,0,0
1673290364624322053,0,0
1673290364628774160,0,0
1673290364632267640,0,0
1673290364636476807,0,0
1673290364640428091,0,0
1673290364645195300,0,0
1673290364649041636,0,0
1673290364652421231,0,0
1673290364655385584,0,0
1673290364659507349,0,0
1673290364664052460,0,0
1673290364668879423,0,0
1673290364673841198,0,0
1673290364678306178,0,0
1673290364683823090,0,0
1673290364687653274,0,0
1673290364692033265,0,0
1673290364696466655,0,0
1673290364701190845,0,0
1673290364705975526,0,0
1673290364710522170,0,0
1673290364713831544,0,0
1673290364719636327,0,0
1673290364727689657,0,0
1673290364731872236,0,0
1673290364735036506,0,0
1673290364745631593,0,0
1673290364751259954,0,0
1673290364755510961,0,0
1673290364758917628,0,0
1673290364765043618,0,0
1673290364769416764,0,0
1673290364773924254,0,0
1673290364787400850,0,0
1673290364792107715,0,0
1673290364799040995,0,0
1673290364803202263,0,0
1673290364808331324,0,0
1673290364813915492,0,0
1673290364817719689,0,0
1673290364833202391,0,0
1673290364837080425,0,0
1673290364841106370,0,0
1673290364844805897,0,0
1673290364848573796,0,0
1673290364852625527,0,0
1673290364856650588,0,0
1673290364862266206,0,0
1673290364866988331,0,0
1673290364872832028,0,0
1673290364878557272,0,0
1673290364883423078,0,0
1673290364889054865,0,0
1673290364892606225,0,0
1673290364899222147,0,0
1673290364904262150,0,0
1673290364911764071,0,0
1673290364920832782,0,0
1673290364927733781,0,0
1673290364934331269,0,0
1673290364937941749,0,0
1673290364941737739,0,0
1673290364945107667,0,0
1673290364949798462,0,0
1673290364952924902,0,0
1673290364956703820,0,0
1673290364961131238,0,0
1673290364965552828,0,0
1673290364968624303,0,0
1673290364971810544,0,0
1673290364974352723,0,0
1673290364977642500,0,0
1673290364982671883,0,0
1673290364988095429,0,0
1673290364992297393,0,0
1673290364994459366,0,0
1673290364999574501,0,0
1673290365006411679,0,0
1673290365009554950,0,0
1673290365012648156,0,0
1673290365014920346,0,0
1673290365017194951,2,0
1673290365021581113,2,0
1673290365031981553,2,0
1673290365036296762,2,0
1673290365064253009,2,0
1673290365066637381,2,0
1673290365068847895,2,0
1673290365071076833,2,0
1673290365074594770,2,0
1673290365076910563,2,0
1673290365079813981,2,0
1673290365083276843,2,0
1673290365086607808,2,0
1673290365090953073,2,0
1673290365097949712,2,0
1673290365102883996,2,0
1673290365107270629,2,0
1673290365134379792,2,0
1673290365138979035,2,0
1673290365141983364,2,0
1673290365144644596,2,0
1673290365149356102,2,0
1673290365151726837,2,0
1673290365154443614,2,0
1673290365157206227,2,0
1673290365160005120,2,0
1673290365162802799,2,0
1673290365167031134,2,0
1673290365170005096,2,0
1673290365172027826,2,0
1673290365173991775,2,0
1673290365218325472,2,0
1673290365281365266,2,0
1673290365283662492,2,0
1673290365310771596,2,0
1673290365312778085,2,0
1673290365335657561,2,0
1673290365338245345,2,0
1673290365346826999,2,0
1673290365354078018,2,0
1673290365355820620,2,0
1673290365357663852,2,0
1673290365359894093,2,0
1673290365362353196,2,0
1673290365364422984,2,0
1673290365386147825,2,0
1673290365388118536,2,0
1673290365390041889,2,0
1673290365412646939,2,0
1673290365414406243,2,0
1673290365416419605,2,0
1673290365418294827,2,0
1673290365426452363,2,0
1673290365428184004,2,0
1673290365430010815,2,0
1673290365431750112,2,0
1673290365433521729,2,0
1673290365435269862,2,0
1673290365437037491,2,0
1673290365439192992,2,0
1673290365441436789,2,0
1673290365443272085,2,0
1673290365445217620,2,0
1673290365447345337,2,0
1673290365449339453,2,0
1673290365474724349,2,0
1673290365476484164,2,0
1673290365478624895,2,0
1673290365480809330,2,0
1673290365482684853,2,0
1673290365484432054,2,0
1673290365486198391,2,0
1673290365487989976,2,0
1673290365489797921,2,0
1673290365492220866,2,0
1673290365494055742,2,0
1673290365501357014,2,0
1673290365508221985,2,0
1673290365510123817,2,0
1673290365511880206,2,0
1673290365513623280,2,0
1673290365515352998,2,0
1673290365517218962,2,0
1673290365520985336,2,0
1673290365523125357,2,0
1673290365525060393,2,0
1673290365526838061,2,0
1673290365528572868,2,0
1673290365530400621,2,0
1673290365532132424,2,0
1673290365533866881,2,0
1673290365535607159,2,0
1673290365537468274,2,0
1673290365539607753,2,0
1673290365541757332,2,0
1673290365543627105,2,0
1673290365545358376,2,0
1673290365547290385,2,0
1673290365549021055,2,0
1673290365550840312,2,0
1673290365552575411,2,0
1673290365554312022,2,0
1673290365556041729,2,0
1673290365557833654,2,0
1673290365560108068,2,0
1673290365562220437,2,0
1673290365564094658,2,0
1673290365565817904,2,0
1673290365567557851,2,0
1673290365569541117,2,0
1673290365571277708,2,0
1673290365573024960,2,0
1673290365574783712,2,0
1673290365576527206,2,0
1673290365578785379,2,0
1673290365580939276,2,0
1673290365582972045,2,0
1673290365584717794,2,0
1673290365586489561,2,0
1673290365588210392,2,0
1673290365590031683,2,0
1673290365591753727,2,0
1673290365593478907,2,0
1673290365595203285,2,0
1673290365596948111,2,0
1673290365599075969,2,0
1673290365601277696,2,0
1673290365603146777,2,0
1673290365604887165,2,0
1673290365606621933,2,0
1673290365608354306,2,0
1673290365610096768,2,0
1673290365611835383,2,0
1673290365613574139,2,0
1673290365615315338,2,0
1673290365617043242,1,0
1673290365621005906,1,0
1673290365628043633,1,0
1673290365629789291,1,0
1673290365631514010,1,0
1673290365633241545,1,0
1673290365635011087,1,0
1673290365636833600,1,0
1673290365639657428,1,0
1673290365641947662,1,0
1673290365647998921,1,0
1673290365655448873,1,0
1673290365657207446,1,0
1673290365659350553,1,0
1673290365661597385,1,0
1673290365663471365,1,0
1673290365665276436,1,0
1673290365666996966,1,0
1673290365668867750,1,0
1673290365670673040,1,0
1673290365672397668,1,0
1673290365674193080,1,0
1673290365676015714,1,0
1673290365678006143,1,0
1673290365680125004,1,0
1673290365682228967,1,0
1673290365684114479,1,0
1673290365685926081,1,0
1673290365687653876,1,0
1673290365689378884,1,0
1673290365691242905,1,0
1673290365692974406,1,0
1673290365694786079,1,0
1673290365696523863,1,0
1673290365698656189,1,0
1673290365700899655,1,0
1673290365702805505,1,0
1673290365704527930,1,0
1673290365706265453,1,0
1673290365707987757,1,0
1673290365709711343,1,0
1673290365711437825,1,0
1673290365713156321,1,0
1673290365714882553,1,0
1673290365716619115,1,0
1673290365718845228,1,0
1673290365720984858,1,0
1673290365723092789,1,0
1673290365724955488,1,0
1673290365726680206,1,0
1673290365728484845,1,0
1673290365730231325,1,0
1673290365731962535,1,0
1673290365733692173,1,0
1673290365735425448,1,0
1673290365737157922,1,0
1673290365739279378,1,0
1673290365741407807,1,0
1673290365743231412,1,0
1673290365744996397,1,0
1673290365746912887,1,0
1673290365749059911,1,0
1673290365751285041,1,0
1673290365753408030,1,0
1673290365755269026,1,0
1673290365757009084,1,0
1673290365759189250,1,0
1673290365761520942,1,0
1673290365763368553,1,0
1673290365765119531,1,0
1673290365766844861,1,0
1673290365768569299,1,0
1673290365770308404,1,0
1673290365772040857,1,0
1673290365773772058,1,0
1673290365775504011,1,0
1673290365777387459,1,0
1673290365779785886,1,0
1673290365781957888,1,0
1673290365783863618,1,0
1673290365785703484,1,0
1673290365791721488,1,0
1673290365798810572,1,0
1673290365800964398,1,0
1673290365802787712,1,0
1673290365804750028,1,0
1673290365806540070,1,0
1673290365808417848,1,0
1673290365810187782,1,0
1673290365811938319,1,0
1673290365813869246,1,0
1673290365815600317,1,0
1673290365817339493,0,0
1673290365827407827,0,0
1673290365829192209,0,0
1673290365830921666,0,0
1673290365832718551,0,0
1673290365834534081,0,0
1673290365836294337,0,0
1673290365838278013,0,0
1673290365840616788,0,0
1673290365842533699,0,0
1673290365844288734,0,0
1673290365846139611,0,0
1673290365848122887,0,0
1673290365850661719,0,0
1673290365852398660,0,0
1673290365854131464,0,0
1673290365855854721,0,0
1673290365857651696,0,0
1673290365859907484,0,0
1673290365862036695,0,0
1673290365863923238,0,0
1673290365865658957,0,0
1673290365867390640,0,0
1673290365869131870,0,0
1673290365870861147,0,0
1673290365872594532,0,0
1673290365874337926,0,0
1673290365876074637,0,0
1673290365878259072,0,0
1673290365880466079,0,0
1673290365882320642,0,0
1673290365884054878,0,0
1673290365885789185,0,0
1673290365887502112,0,0
1673290365889228153,0,0
1673290365890956459,0,0
1673290365892670687,0,0
1673290365894398452,0,0
1673290365896140033,0,0
1673290365898104994,0,0
1673290365900740919,0,0
1673290365902631940,0,0
1673290365904350738,0,0
1673290365906069185,0,0
1673290365907787532,0,0
1673290365909531988,0,0
1673290365911248862,0,0
1673290365912961648,0,0
1673290365914695584,0,0
1673290365916430953,0,0
1673290365918548091,0,0
1673290365920615465,0,0
1673290365922802885,0,0
1673290365924703645,0,0
1673290365927241546,0,0
1673290365929245952,0,0
1673290365934719101,0,0
1673290365941377833,0,0
1673290365943137958,0,0
1673290365944889226,0,0
1673290365946755582,0,0
1673290365948605547,0,0
1673290365950317522,0,0
1673290365952040698,0,0
1673290365953898998,0,0
1673290365955620851,0,0
1673290365957375185,0,0
1673290365959486102,0,0
1673290365961589444,0,0
1673290365963603467,0,0
1673290365965649321,0,0
