timestamp,device_0,device_1,device_2,device_3
1628342826150728526,0,0,0,0
1628342826155206496,0,0,0,0
1628342826156947819,0,0,0,0
1628342826158682692,0,0,0,0
1628342826160635104,0,0,0,0
1628342826162979822,0,0,0,0
1628342826164979883,0,0,0,0
1628342826167050326,0,0,0,0
1628342826169078390,0,0,0,0
1628342826171149020,0,0,0,0
1628342826173179892,0,0,0,0
1628342826175179315,0,0,0,0
1628342826177219410,0,0,0,0
1628342826179249992,0,0,0,0
1628342826181290834,0,0,0,0
1628342826183331187,0,0,0,0
1628342826185352187,0,0,0,0
1628342826187418764,0,0,0,0
1628342826189445183,0,0,0,0
1628342826191485925,0,0,0,0
1628342826193537499,0,0,0,0
1628342826196373583,0,0,0,0
1628342826198441897,0,0,0,0
1628342826200484331,0,0,0,0
1628342826202657527,0,0,0,0
1628342826204671861,0,0,0,0
1628342826206750837,0,0,0,0
1628342826208789852,0,0,0,0
1628342826210819156,0,0,0,0
1628342826212843876,0,0,0,0
1628342826214826955,0,0,0,0
1628342826216812411,0,0,0,0
1628342826218823433,0,0,0,0
1628342826220978094,0,0,0,0
1628342826223030433,0,0,0,0
1628342826225060570,0,0,0,0
1628342826227151378,0,0,0,0
1628342826229186295,0,0,0,0
1628342826232012187,0,0,0,0
1628342826234157572,0,0,0,0
1628342826312215920,0,0,0,0
1628342826386669630,0,0,0,0
1628342826388438738,0,0,0,0
1628342826390199084,0,0,0,0
1628342826392016621,0,0,0,0
1628342826393745435,0,0,0,0
1628342826395496172,0,0,0,0
1628342826397324916,0,0,0,0
1628342826399049810,0,0,0,0
1628342826400808727,0,0,0,0
1628342826402758450,0,0,0,0
1628342826404547045,0,0,0,0
1628342826406410692,0,0,0,0
1628342826408255230,0,0,0,0
1628342826410035329,0,0,0,0
1628342826411898566,0,0,0,0
1628342826413785802,0,0,0,0
1628342826415576710,0,0,0,0
1628342826417489983,0,0,0,0
1628342826419324190,0,0,0,0
1628342826421151694,0,0,0,0
1628342826423153949,0,0,0,0
1628342826424963370,0,0,0,0
1628342826426724376,0,0,0,0
1628342826428534363,0,0,0,0
1628342826430312372,0,0,0,0
1628342826432114610,0,0,0,0
1628342826433921985,0,0,0,0
1628342826435675905,0,0,0,0
1628342826437558378,0,0,0,0
1628342826439350862,0,0,0,0
1628342826441251993,0,0,0,0
1628342826443138788,0,0,0,0
1628342826444997746,0,0,0,0
1628342826446870196,0,0,0,0
1628342826448837670,0,0,0,0
1628342826450712534,0,0,0,0
1628342826452553029,0,0,0,0
1628342826454323338,0,0,0,0
1628342826456229709,0,0,0,0
1628342826458085966,0,0,0,0
1628342826459901391,0,0,0,0
1628342826461658796,0,0,0,0
1628342826463560279,0,0,0,0
1628342826465341803,0,0,0,0
1628342826467254713,0,0,0,0
1628342826469113304,0,0,0,0
1628342826470976224,0,0,0,0
1628342826472791561,0,0,0,0
1628342826474544665,0,0,0,0
1628342826476462272,0,0,0,0
1628342826478309755,0,0,0,0
1628342826480190541,0,0,0,0
1628342826482051188,0,0,0,0
1628342826483797381,0,0,0,0
1628342826485706501,0,0,0,0
1628342826487535231,0,0,0,0
1628342826489361128,0,0,0,0
1628342826491205936,0,0,0,0
1628342826492959466,0,0,0,0
1628342826494685057,0,0,0,0
1628342826496643386,0,0,0,0
1628342826498485257,0,0,0,0
1628342826500296668,0,0,0,0
1628342826502093809,0,0,0,0
1628342826503849719,0,0,0,0
1628342826505663941,0,0,0,0
1628342826507396782,0,0,0,0
1628342826509418181,0,0,0,0
1628342826511231479,0,0,0,0
1628342826513019444,0,0,0,0
1628342826514944753,0,0,0,0
1628342826516694550,0,0,0,0
1628342826518478022,0,0,0,0
1628342826520326113,0,0,0,0
1628342826522122566,0,0,0,0
1628342826524156521,0,0,0,0
1628342826526216842,0,0,0,0
1628342826528246612,0,0,0,0
1628342826530304315,0,0,0,0
1628342826532345997,0,0,0,0
1628342826534558665,0,0,0,0
1628342826536590687,0,0,0,0
1628342826539259332,0,0,0,0
1628342826541255770,0,0,0,0
1628342826543359835,0,0,0,0
1628342826545380684,0,0,0,0
1628342826547509942,0,0,0,0
1628342826549554699,0,0,0,0
1628342826551608277,0,0,0,0
1628342826553644266,0,0,0,0
1628342826556598212,0,0,0,0
1628342826558690226,0,0,0,0
1628342826560716225,0,0,0,0
1628342826562820545,0,0,0,0
1628342826564848447,0,0,0,0
1628342826566881074,0,0,0,0
1628342826568927138,0,0,0,0
1628342826570906161,0,0,0,0
1628342826572932974,0,0,0,0
1628342826574931561,0,0,0,0
1628342826577011009,0,0,0,0
1628342826579051934,0,0,0,0
1628342826581068433,0,0,0,0
1628342826583053342,0,0,0,0
1628342826585068673,0,0,0,0
1628342826587050192,0,0,0,0
1628342826589130623,0,0,0,0
1628342826592041794,0,0,0,0
1628342826594058467,0,0,0,0
1628342826632137214,0,0,0,0
1628342826708312566,0,0,0,0
1628342826748748201,0,0,0,0
1628342826750478348,0,0,0,0
1628342826752256626,0,0,0,0
1628342826754036879,0,0,0,0
1628342826755953563,0,0,0,0
1628342826757862763,0,0,0,0
1628342826759709574,0,0,0,0
1628342826761540693,0,0,0,0
1628342826763398858,0,0,0,0
1628342826765157841,0,0,0,0
1628342826766908993,0,0,0,0
1628342826768690859,0,0,0,0
1628342826770598400,0,0,0,0
1628342826772464296,0,0,0,0
1628342826774337461,0,0,0,0
1628342826776157490,0,0,0,0
1628342826777991551,0,0,0,0
1628342826779745191,0,0,0,0
1628342826781658590,0,0,0,0
1628342826783443123,0,0,0,0
1628342826785342778,0,0,0,0
1628342826787219663,0,0,0,0
1628342826789032037,0,0,0,0
1628342826790787874,0,0,0,0
1628342826792656025,0,0,0,0
1628342826794445145,0,0,0,0
1628342826796221428,0,0,0,0
1628342826797989832,0,0,0,0
1628342826799749302,0,0,0,0
1628342826801475946,0,0,0,0
1628342826803276103,0,0,0,0
1628342826805010950,0,0,0,0
1628342826806766488,0,0,0,0
1628342826808615468,0,0,0,0
1628342826810516436,0,0,0,0
1628342826812267258,0,0,0,0
1628342826814174659,0,0,0,0
1628342826815926129,0,0,0,0
1628342826817744610,0,0,0,0
