timestamp,device_0,device_1,device_2,device_3
1628357413292343775,0,0,0,0
1628357413295393768,0,0,0,0
1628357413297154337,0,0,0,0
1628357413298902368,0,0,0,0
1628357413300643342,0,0,0,0
1628357413302448145,0,0,0,0
1628357413304227128,0,0,0,0
1628357413306002767,0,0,0,0
1628357413307865700,0,0,0,0
1628357413309669014,0,0,0,0
1628357413311466722,0,0,0,0
1628357413313379743,0,0,0,0
1628357413315249787,0,0,0,0
1628357413317052513,0,0,0,0
1628357413318850757,0,0,0,0
1628357413320783649,0,0,0,0
1628357413322604420,0,0,0,0
1628357413324470663,0,0,0,0
1628357413326321642,0,0,0,0
1628357413328113758,0,0,0,0
1628357413330019380,0,0,0,0
1628357413331816141,0,0,0,0
1628357413333726965,0,0,0,0
1628357413335579968,0,0,0,0
1628357413337414404,0,0,0,0
1628357413339189453,0,0,0,0
1628357413340940612,0,0,0,0
1628357413342709675,0,0,0,0
1628357413344524232,0,0,0,0
1628357413346356470,0,0,0,0
1628357413348305983,0,0,0,0
1628357413350160582,0,0,0,0
1628357413351938261,0,0,0,0
1628357413353746385,0,0,0,0
1628357413355657619,0,0,0,0
1628357413357471005,0,0,0,0
1628357413359238224,0,0,0,0
1628357413361086757,0,0,0,0
1628357413362937291,0,0,0,0
1628357413364808614,0,0,0,0
1628357413366602310,0,0,0,0
1628357413368358918,0,0,0,0
1628357413370395186,0,0,0,0
1628357413372374665,0,0,0,0
1628357413374287695,0,0,0,0
1628357413376095834,0,0,0,0
1628357413377999068,0,0,0,0
1628357413379871723,0,0,0,0
1628357413381691100,0,0,0,0
1628357413383524827,0,0,0,0
1628357413385287079,0,0,0,0
1628357413387118859,0,0,0,0
1628357413389018904,0,0,0,0
1628357413391095689,0,0,0,0
1628357413392905540,0,0,0,0
1628357413394877244,0,0,0,0
1628357413396780232,0,0,0,0
1628357413398966121,0,0,0,0
1628357413400994991,0,0,0,0
1628357413403031549,0,0,0,0
1628357413405066543,0,0,0,0
1628357413407160235,0,0,0,0
1628357413409231979,0,0,0,0
1628357413411332952,0,0,0,0
1628357413413329474,0,0,0,0
1628357413415440420,0,0,0,0
1628357413417487117,0,0,0,0
1628357413419510345,0,0,0,0
1628357413421542855,0,0,0,0
1628357413423593827,0,0,0,0
1628357413425632169,0,0,0,0
1628357413427666382,0,0,0,0
1628357413429736946,0,0,0,0
1628357413432516044,0,0,0,0
1628357413434597066,0,0,0,0
1628357413436648461,0,0,0,0
1628357413438703601,0,0,0,0
1628357413440736464,0,0,0,0
1628357413442783537,0,0,0,0
1628357413444820548,0,0,0,0
1628357413446873504,0,0,0,0
1628357413449762910,0,0,0,0
1628357413451799933,0,0,0,0
1628357413453875721,0,0,0,0
1628357413455888017,0,0,0,0
1628357413457939580,0,0,0,0
1628357413459979805,0,0,0,0
1628357413462044100,0,0,0,0
1628357413464080232,0,0,0,0
